# N1 = 66889
# N2 = 104723
# N  = 7004816747
# Nc = 100000
# Na = 1000
# Fc = 100000
# kB = 465.484
#
# run	success	duration[mus]
0	1	2712875	
1	1	4479237	
2	0	16550119	
3	0	16565313	
4	1	14240187	
5	1	14472598	
6	1	5603057	
7	0	16560311	
8	1	3306973	
9	1	5731890	
10	1	6127661	
11	1	1041670	
12	1	944591	
13	1	2277692	
14	1	10269464	
15	0	16549834	
16	1	10083885	
17	0	16616755	
18	0	16573916	
19	0	16563199	
20	1	143807	
21	1	2682040	
22	1	10308592	
23	0	16556971	
24	1	9035149	
25	0	16581709	
26	0	16579728	
27	0	16573149	
28	0	16606334	
29	1	1887353	
30	1	1783386	
31	1	7965623	
32	0	16596082	
33	1	606142	
34	1	14528293	
35	1	4773762	
36	0	16554205	
37	1	878144	
38	1	16303048	
39	0	16818598	
40	0	16997184	
41	0	17377101	
42	1	2823518	
43	1	2293262	
44	0	16581974	
45	1	4918091	
46	1	1586305	
47	1	8143768	
48	0	16542709	
49	0	16579047	
50	1	1824026	
51	0	16560345	
52	0	16557326	
53	1	4899975	
54	0	16611800	
55	1	11987519	
56	1	4000836	
57	1	8399278	
58	1	12888420	
59	1	1877632	
60	1	13633982	
61	1	3769405	
62	0	16622339	
63	1	3445653	
64	1	707754	
65	1	2977311	
66	1	5762799	
67	0	16569791	
68	0	16617680	
69	1	12829776	
70	1	4045839	
71	1	16046680	
72	1	8830722	
73	0	16621123	
74	0	16700228	
75	0	16573770	
76	0	16592844	
77	1	401633	
78	0	16568834	
79	0	16606667	
80	1	1125990	
81	1	1537953	
82	1	10740219	
83	0	16621956	
84	0	16616666	
85	0	16606738	
86	0	16652969	
87	1	3595916	
88	1	15910217	
89	0	16640179	
90	0	16586141	
91	1	7506529	
92	0	16568787	
93	1	14262890	
94	1	5125235	
95	1	2692287	
96	1	7357914	
97	0	16540465	
98	1	5920546	
99	0	16537188	
100	1	3253228	
101	1	434527	
102	1	5584782	
103	0	16593280	
104	1	8197113	
105	1	4475411	
106	1	1093805	
107	1	3080170	
108	1	4884358	
109	1	14490789	
110	0	16604191	
111	0	16568637	
112	1	13645540	
113	1	16429027	
114	0	16564761	
115	0	16562042	
116	1	13008887	
117	1	12335101	
118	1	2689761	
119	0	16611052	
120	1	5086742	
121	1	3579094	
122	1	7686258	
123	1	2093290	
124	1	5069358	
125	0	16539815	
126	1	7908032	
127	1	15564325	
128	1	14285338	
129	0	16602818	
130	1	1550339	
131	1	11704473	
132	0	16599153	
133	1	11174561	
134	0	16674988	
135	0	16678322	
136	0	16618364	
137	1	5468172	
138	1	3207137	
139	1	1491551	
140	1	2914605	
141	0	16629038	
142	1	2824681	
143	1	5367968	
144	0	16533856	
145	0	16594245	
146	1	15201169	
147	1	7909268	
148	1	2494836	
149	1	2176733	
150	1	3513473	
151	1	9250606	
152	0	16603638	
153	0	16576697	
154	0	16542880	
155	0	16549194	
156	0	16588045	
157	0	16683452	
158	1	210048	
159	1	32941	
160	1	1312801	
161	1	14598389	
162	1	10288462	
163	1	7935957	
164	1	5860466	
165	0	16544949	
166	1	16247245	
167	1	1781975	
168	1	8489466	
169	1	5143856	
170	1	9536665	
171	1	6628557	
172	0	16601912	
173	0	16534035	
174	1	14166690	
175	0	16533463	
176	1	15633146	
177	0	16561007	
178	0	16681455	
179	1	3074386	
180	0	16600653	
181	0	16648982	
182	0	16562727	
183	1	2713360	
184	1	8873759	
185	0	16583183	
186	1	13704526	
187	1	2168758	
188	1	3215453	
189	0	16523396	
190	1	1691621	
191	1	6875225	
192	0	16637181	
193	1	3889915	
194	1	6015790	
195	0	16587915	
196	1	2844169	
197	1	2256977	
198	0	16719474	
199	0	16611713	
200	1	1617304	
201	0	16626250	
202	1	2968194	
203	1	2717691	
204	1	13176703	
205	1	7346099	
206	1	1853781	
207	1	8240683	
208	1	1968496	
209	0	16583921	
210	1	2141285	
211	1	3736810	
212	1	10013627	
213	0	16666575	
214	1	10245066	
215	1	14743468	
216	1	8905407	
217	1	15042970	
218	0	16734185	
219	1	6405760	
220	0	16558676	
221	1	15435604	
222	1	2362389	
223	0	16561576	
224	0	16592679	
225	1	11607754	
226	1	26634	
227	0	16596424	
228	0	16658416	
229	1	1640426	
230	1	1954159	
231	0	16570346	
232	1	2029821	
233	0	16776138	
234	1	3607071	
235	1	9482527	
236	0	16641288	
237	0	16704891	
238	1	2414500	
239	0	16719950	
240	0	16630061	
241	0	16609596	
242	1	8923518	
243	1	6874316	
244	1	377373	
245	0	16639614	
246	1	6338583	
247	1	8844668	
248	1	2963398	
249	1	3656786	
250	1	1959504	
251	0	16548680	
252	1	1257145	
253	0	16621961	
254	0	16614580	
255	1	77193	
256	0	16597257	
257	1	2470743	
258	0	16688363	
259	1	2837255	
260	1	8586767	
261	0	16547900	
262	1	12502096	
263	0	16618805	
264	1	3265226	
265	1	6528168	
266	0	16536212	
267	1	10654183	
268	1	13093390	
269	1	2409978	
270	1	791769	
271	1	4040518	
272	1	11216465	
273	0	16558285	
274	1	7416734	
275	1	4154759	
276	0	16642798	
277	1	5251122	
278	1	6215493	
279	1	5998493	
280	0	16609136	
281	1	3694644	
282	1	3937101	
283	1	5447999	
